"YORF"	"R0"	"R30"	"R60"	"R90"	"R120"	"R240"
"302"	"YIL130W"	69.03	50.11111439	49.69871602	52.9713895	50.62017574	47.49212016
"303"	"YIL133C"	1105.13	561.5693633	1152.768617	1222.014681	1147.686508	1309.771712
"304"	"YIL145C"	86.88	32.09762955	30.15598074	34.09514758	43.82635019	42.57183362
"305"	"YIR004W"	63.03	59.26012868	61.34237906	63.99653769	49.64996828	48.54017966
"306"	"YIR026C"	66.68	23.34289351	44.63006189	44.91787351	45.83337291	59.12262756
"307"	"YJL001W"	320.62	568.5178706	399.1979536	272.5103358	420.9641134	346.3642275
"308"	"YJL002C"	185.25	184.3180722	143.8497665	158.0143646	155.278433	178.5919161
"309"	"YJL033W"	105.88	29.61550115	56.45925458	66.92815843	62.40980439	71.71080821
"310"	"YJL034W"	369	359.0944902	321.5281983	282.5376558	210.983575	276.4434916
"311"	"YJL041W"	109.03	96.22105346	113.299752	105.4266986	90.20961493	113.8967101
"312"	"YJL050W"	122.1	36.08959824	68.70925567	78.88608752	75.84786677	97.98666809
"313"	"YJL061W"	47.4	39.82390115	41.7875929	40.69599963	38.50418571	38.66614634
"314"	"YJL074C"	34.8	16.14505694	37.79118288	29.7103453	29.20474093	28.33336784
"315"	"YJL076W"	99	71.77093387	94.55152727	99.15697618	76.55397621	84.88377186
"316"	"YJL087C"	33.45	27.02814058	28.70391869	27.46766969	27.36487487	27.61646277
"317"	"YJL109C"	148.88	40.28494953	73.47466372	83.92158448	69.15408021	90.4348567
"318"	"YJL115W"	116.98	85.09913185	168.9600905	110.1656515	98.46710651	85.20010521
"319"	"YJL121C"	109.6	63.77002849	106.3281176	117.2114178	116.1794641	171.2414771
"320"	"YJL123C"	99.62	127.9383165	119.7472899	93.71143226	89.05401064	87.23292931
"321"	"YJL130C"	238.4	82.31638599	343.5203799	414.2407577	176.2747761	173.5657173
"322"	"YJL136C"	1021.6	1084.10808	1385.012434	1407.723831	1866.213479	2107.96014
"323"	"YJL145W"	81.15	63.81746771	68.95487307	60.97859344	66.59882134	67.11661881
"324"	"YJL148W"	247.02	108.5195615	135.6272208	170.327346	132.5527226	140.207676
"325"	"YJL173C"	134.7	99.52196284	156.6249272	147.3572471	179.4249926	142.4251292
"326"	"YJL176C"	49.83	41.51019151	48.03150563	47.30838367	43.09588113	45.6915461
"327"	"YJL177W"	763.57	515.4608283	775.7368496	778.1408436	683.283471	758.9902293
"328"	"YJL183W"	65.98	35.0637289	55.16350008	65.83833322	59.38966991	66.91225181
"329"	"YJL186W"	120.67	72.21377809	116.2175894	108.9444057	126.90889	138.6183296
"330"	"YJL191W"	286.2	146.6303545	240.1549147	267.1731257	312.9159123	260.761495
"331"	"YJL200C"	289.12	73.9366709	572.3436506	366.4953572	312.8661814	308.6137275
"332"	"YJL217W"	111.97	54.44949313	68.30956544	63.19999734	100.3647288	64.18563387
"333"	"YJR003C"	68.02	42.66186607	48.71372124	50.21700861	48.85237328	53.88097134
"334"	"YJR007W"	285.35	199.7294017	224.7983399	217.0029117	204.2116791	216.8991113
"335"	"YJR017C"	124.08	92.01447772	137.5728792	125.6119645	131.8966197	103.4675521
"336"	"YJR032W"	63.85	40.12632228	52.8219627	46.71456143	42.01620927	49.29408568
"337"	"YJR048W"	178.93	52.23364849	214.5703508	186.0825962	186.4636052	169.1617199
"338"	"YJR051W"	62.65	47.11300136	51.44571873	53.42978691	52.48995289	65.56777834
"339"	"YJR063W"	136.5	73.18166758	90.86128018	121.3733937	120.6877181	149.1988534
"340"	"YJR068W"	61.38	59.6353358	59.66974113	54.08242193	60.96951628	55.77310273
"341"	"YJR069C"	100.47	63.3346695	88.75900051	92.73153413	81.31729016	118.9523119
"342"	"YJR070C"	182.4	35.48377479	115.6444458	118.8093587	131.7934956	160.1008025
"343"	"YJR072C"	114.77	82.02520719	105.3868173	100.6416063	106.1740241	109.3716904
"344"	"YJR075W"	143.58	94.36247258	134.0349675	135.3061508	142.888907	138.4594456
"345"	"YJR105W"	361.72	210.5042399	361.6344489	428.3631123	429.3149734	365.3309715
"346"	"YJR131W"	28.62	23.47458971	29.78184003	27.67906936	25.66736858	28.93408972
"347"	"YJR139C"	439.02	309.3712174	416.4808941	421.3995719	343.3274133	416.6824655
"348"	"YJR143C"	172.98	76.25687251	162.397751	176.4271885	170.7863484	212.9658648
"349"	"YJR145C"	1328.67	927.6122653	1411.297295	1374.069025	1407.44029	1193.520457
"350"	"YKL006W"	1804.13	1096.764267	1969.779287	2098.47316	2178.904379	2078.260442
"351"	"YKL008C"	216.08	121.7135541	193.588305	222.1572595	251.9332505	225.584763
"352"	"YKL009W"	374.02	127.5449133	228.2081865	277.7335903	270.9210877	310.3270463
"353"	"YKL014C"	86.72	34.35165734	42.92122402	51.82127442	42.77357662	50.82148379
"354"	"YKL024C"	97.68	55.70517643	81.93041477	88.3791502	100.2221876	94.85478515
"355"	"YKL027W"	60.62	45.56452113	54.94289032	54.14112723	48.02727913	56.90876437
"356"	"YKL029C"	115.68	17.68405192	80.02472241	108.1633222	76.66679541	78.0114543
"357"	"YKL056C"	2360.35	1339.839559	2447.651628	2552.962276	2388.005879	3211.104862
"358"	"YKL059C"	34.05	52.07693436	35.16559312	37.03370514	38.39971698	35.86877544
"359"	"YKL060C"	7960.95	7677.487311	9539.54097	9651.159802	10183.25755	9301.556689
"360"	"YKL081W"	2100.3	1306.288896	2267.878224	2452.673521	1928.422762	2683.199311
"361"	"YKL120W"	75.93	46.65972381	50.36880228	40.47384516	46.32115226	53.84978933
"362"	"YKL122C"	306.42	282.395351	337.9357618	214.960803	273.7223054	246.4336194
"363"	"YKL127W"	97.52	74.28614588	84.99446174	71.35400183	67.85835658	82.78779854
"364"	"YKL144C"	50.13	23.96745246	35.92759939	39.76098584	35.61730007	49.60694732
"365"	"YKL154W"	89.78	76.72005294	95.60227438	90.96937927	67.52023171	89.45087189
"366"	"YKL173W"	39.67	34.72788769	29.7113463	30.28035083	33.27801699	29.14279806
"367"	"YKL179C"	53.03	77.04644324	50.72715173	52.46984756	38.83970294	43.83014353
"368"	"YKL181W"	270.28	106.1574415	173.6101087	173.9032665	200.8729277	227.4250067
"369"	"YKL182W"	553.3	383.9857747	497.3413898	605.6201216	546.837809	568.6163615
"370"	"YKL191W"	65.03	20.86618917	43.56483569	50.57323877	51.06299453	73.76226072
"371"	"YKL192C"	683.57	696.6666917	827.7860131	636.0344922	706.3611162	751.480553
"372"	"YKL204W"	101.73	106.8938819	81.1546747	75.87291372	76.0152532	67.18433899
"373"	"YKL212W"	146.5	132.2252387	125.4591341	119.2727499	127.8320046	128.2691785
"374"	"YKL214C"	42.17	41.57877474	45.93827333	33.77421698	42.91438126	45.17636403
"375"	"YKR024C"	72.15	32.13663733	38.43141548	42.51720319	44.02869564	50.76615756
"376"	"YKR025W"	85.58	58.034151	70.66652148	65.92863963	71.44470742	75.96776379
"377"	"YKR026C"	101.28	69.21239918	65.74495688	69.67037786	69.75504942	72.58723203
"378"	"YKR043C"	203.63	122.0071699	222.7791432	198.7636863	228.3904931	233.7030446
"379"	"YKR059W"	628.97	478.9352575	628.8596339	592.2532999	650.4911322	643.109679
"380"	"YKR071C"	117.27	127.1099479	111.3556846	108.5689889	82.38808001	87.26797249
"381"	"YKR072C"	116.18	107.9130179	93.98285762	97.18924975	93.04957681	71.1832448
"382"	"YKR074W"	138.37	113.0776529	135.8900493	123.5668326	124.7002742	145.505717
"383"	"YKR080W"	206.57	223.5505569	165.2445504	170.3489282	162.8798325	167.4322251
"384"	"YKR081C"	129.12	45.32076079	79.30351452	86.76476395	63.2811143	95.43683837
"385"	"YKR082W"	64.67	50.31813475	51.96820131	51.25516099	50.93545922	51.64914238
"386"	"YKR092C"	219.6	51.4046503	99.5653011	145.2576938	141.8720033	157.0151856
"387"	"YKR094C"	988.97	630.3763745	1162.148051	683.2995055	839.4598365	1198.092197
"388"	"YLL011W"	68.72	35.83225868	42.56258663	44.21119765	44.18271423	39.21004776
"389"	"YLL021W"	79.48	54.54778321	86.15607393	74.34706008	63.24259294	61.18817125
"390"	"YLL034C"	60.22	24.17376446	39.54399533	42.25251124	36.11731148	42.70794946
"391"	"YLL045C"	1734.6	1181.073719	2026.451796	1940.132173	2049.679797	2435.059126
"392"	"YLR002C"	81.28	35.1528913	50.1182672	53.82460514	49.83247409	50.64137881
"393"	"YLR017W"	70.25	28.525438	53.98908217	54.20546586	59.2847323	65.06034335
"394"	"YLR022C"	80.1	74.7748208	64.7972279	81.53470554	67.96528638	68.82645382
"395"	"YLR056W"	276.42	113.888681	234.7582576	219.981457	248.2932047	372.2205774
"396"	"YLR061W"	1524.2	815.863433	1202.546469	1350.769062	1696.957947	1237.690014
"397"	"YLR068W"	65.28	31.31329615	42.77503833	39.13417675	30.05597902	33.4498515
"398"	"YLR074C"	249.17	117.458599	217.0964915	200.5470716	226.0584161	181.2137154
"399"	"YLR086W"	41.35	30.89099786	43.06115509	41.71030072	37.19393891	37.50017204
"400"	"YLR089C"	186.17	197.6866709	167.7081079	157.7836658	160.5216559	165.0121567
"401"	"YLR126C"	55.37	32.93291683	33.94835484	30.82449323	34.69987209	39.04013392
"402"	"YLR129W"	92.05	39.81227101	64.59590156	72.3925615	59.48279459	58.03420457
"403"	"YLR143W"	48.37	42.23193107	47.2709669	39.90901057	40.40322404	41.37932667
"404"	"YLR172C"	126.8	46.52749432	85.55902936	81.21022791	74.84042638	67.25008468
"405"	"YLR175W"	681.5	210.4766863	389.0361677	496.5480953	414.6969809	368.3860354
"406"	"YLR179C"	388.15	183.1206366	354.7837745	258.4560678	311.4958714	416.6401438
"407"	"YLR192C"	248.07	251.4214897	264.851674	188.9359848	223.3147283	229.2141874
"408"	"YLR196W"	134.65	45.89092814	82.15441321	89.57132657	91.10264131	93.997106
"409"	"YLR197W"	1183.15	320.2941842	820.1083768	856.6864612	767.094201	819.2930611
"410"	"YLR200W"	102	73.15216345	76.54814777	55.39567123	52.19588533	68.35347818
"411"	"YLR209C"	61.6	43.73862506	60.06271903	70.98492652	59.18640806	74.84892622
"412"	"YLR212C"	43.5	32.16229972	43.6902161	45.58736992	48.65522307	50.36297024
"413"	"YLR214W"	39.15	7.659087895	6.834035588	9.141022471	9.045264468	10.81374979
"414"	"YLR215C"	34.07	36.84315069	29.6094441	31.96453227	30.11725914	32.36924119
"415"	"YLR216C"	272.92	381.5427143	223.3994292	150.8531886	128.904713	217.1265217
"416"	"YLR222C"	86.05	43.87162438	52.67221143	64.36393022	55.22302985	57.46923429
"417"	"YLR244C"	221.85	141.6403457	165.0126726	176.3175632	146.7292446	169.2004496
"418"	"YLR249W"	2255.47	1297.674402	2135.185203	2485.22808	2511.507661	2757.327904
"419"	"YLR274W"	45	35.00897877	30.79248791	34.78026992	39.95542157	38.94474105
"420"	"YLR285W"	93.78	76.91982056	93.80727347	91.70848458	69.98948475	98.93400757
"421"	"YLR291C"	112.12	65.47942033	86.07630564	96.1170444	88.69259134	93.1005703
"422"	"YLR301W"	110.8	93.27230279	124.8884324	135.748374	144.7366536	125.0413538
"423"	"YLR304C"	470.9	185.6598368	401.5413989	617.3707505	879.4700283	505.2738969
"424"	"YLR309C"	56.93	68.49761611	61.73211692	51.16162804	47.71453144	45.4415805
"425"	"YLR319C"	32.43	30.4621105	32.948819	30.91269311	28.15121813	31.80185415
"426"	"YLR330W"	163.83	267.649235	238.6564562	197.5224449	171.4806839	181.7685458
"427"	"YLR333C"	434.98	275.8447884	470.1642916	443.3192848	542.7861518	368.6542048
"428"	"YLR335W"	108.63	69.85965615	103.3802739	99.76692887	94.46251861	86.95216399
"429"	"YLR336C"	49.73	29.10354089	30.8412799	33.72466502	34.37854687	36.19893366
"430"	"YLR347C"	80.55	67.24056731	62.86716878	69.32890992	66.92308948	74.66152298
"431"	"YLR355C"	764.05	661.4216437	832.5712103	704.6608318	769.3061908	824.6954859
"432"	"YLR367W"	134.68	63.47702469	135.9593178	153.5166383	152.0317678	130.8673509
"433"	"YLR370C"	226.13	413.4679912	370.141499	244.595066	268.4559427	244.6575529
"434"	"YLR378C"	316.78	234.84994	435.7747523	390.6550791	354.9307256	412.1417451
"435"	"YLR380W"	64.4	38.95147639	55.18877573	57.33913719	58.30116672	51.02045501
"436"	"YLR384C"	105.93	56.00276732	90.24406123	99.87014755	75.79294826	88.59666721
"437"	"YLR388W"	139.87	72.88115021	109.1791978	141.2786364	128.9475784	207.0773618
"438"	"YLR398C"	61.47	71.29150282	60.32515162	60.47891513	54.17271306	51.21183968
"439"	"YLR401C"	56.97	27.10066649	47.85432441	44.33144295	47.11509081	48.13057006
"440"	"YLR413W"	481.57	88.23475694	413.8197886	553.0254751	395.5342381	522.2149178
"441"	"YLR419W"	39.62	33.30896265	34.57703758	31.09114334	28.54808124	29.93088542
"442"	"YLR432W"	373.27	178.4622911	277.8653332	336.2704545	295.5729876	397.5920978
"443"	"YLR441C"	2017.6	1377.227885	2133.613124	1963.075528	2123.691759	2441.242421
"444"	"YLR448W"	786.8	553.898402	879.3514736	876.679836	999.1847589	839.3121319
"445"	"YLR449W"	176.32	71.13666769	109.0822992	100.3269319	93.42974301	93.9482226
"446"	"YLR452C"	214.8	110.6020979	92.50339639	135.2609008	141.6981299	140.6860107
"447"	"YML008C"	326.98	274.0113231	244.87218	227.4160783	232.7539418	207.07475
"448"	"YML010W"	115.98	100.3871326	120.6742767	112.3318262	102.5128079	94.10236029
"449"	"YML013W"	44.4	70.15584801	46.40957868	43.98162315	43.36653912	48.77605734
"450"	"YML022W"	258.12	115.9895856	168.3688279	217.1561015	237.6799155	252.0669285
"451"	"YML024W"	2005.75	1056.281917	1748.47831	2061.277159	2114.92107	1871.05164
"452"	"YML026C"	1402.65	811.0582651	1300.148166	1470.017422	1228.472422	1156.642102
"453"	"YML031W"	64.07	49.62316865	58.39873201	52.57755848	58.64990709	64.27716917
"454"	"YML032C"	35.05	51.39798942	32.74575844	36.49405035	39.72820765	34.19743044
"455"	"YML056C"	587.35	156.9007784	287.9497548	371.0538881	324.1007526	456.7211751
"456"	"YML086C"	109.88	92.57491342	104.9953861	114.3802014	113.7611446	129.5536192
"457"	"YML093W"	106.5	42.45283541	77.8908464	77.47152433	69.87254397	71.92561527
"458"	"YML094W"	63.57	42.01564861	55.27874288	44.23962911	45.58587292	45.76143532
"459"	"YML103C"	96.7	75.51461219	68.44847695	61.55238136	59.92297005	63.6365456
"460"	"YML123C"	0.77	0.138936429	0.537089221	0.998581675	0.782240803	0.697683058
"461"	"YML124C"	139.43	128.8412074	168.2568821	169.8138634	142.5730651	159.0368472
"462"	"YML125C"	156.97	105.362266	124.4501302	136.7785182	128.4339232	162.5760862
"463"	"YML126C"	259.48	189.4027623	214.7064626	262.827178	272.0167615	248.866697
"464"	"YMR004W"	45.08	78.61999604	39.90633993	41.20336194	32.16496007	34.86618545
"465"	"YMR012W"	173.05	116.1894608	156.5310552	150.3522368	135.2047924	129.1113076
"466"	"YMR016C"	85.8	55.61086305	85.59124697	81.87055022	75.23293034	62.33559635
"467"	"YMR024W"	65.8	65.66303506	79.3446226	67.68994884	72.24008188	77.06916853
"468"	"YMR049C"	102.9	26.4479039	48.09933176	62.22522216	55.73303641	61.03333529
"469"	"YMR074C"	201.63	119.6217641	303.1452016	277.7649002	258.9272653	249.3928237
"470"	"YMR076C"	45.38	23.86021011	63.7377683	50.31531093	50.63643129	44.66147945
"471"	"YMR079W"	171.88	95.63669531	136.8847929	151.687836	134.2203166	141.7262392
"472"	"YMR080C"	78.03	54.02804711	64.65473651	66.30162769	67.591457	70.28312937
"473"	"YMR083W"	497.65	176.5263894	407.4782739	449.9551352	581.6445826	451.9129447
"474"	"YMR089C"	88.38	88.79279119	81.81402528	83.33800326	81.88718735	86.08202511
"475"	"YMR091C"	84.27	71.34722112	66.62767808	65.2238828	64.44459868	62.16639142
"476"	"YMR108W"	379	168.5895592	311.5631978	323.3258471	313.9947682	396.9404251
"477"	"YMR116C"	1961.22	1110.710404	1667.729679	2256.407228	3016.319798	3089.014686
"478"	"YMR120C"	233.37	191.0498207	166.6009711	56.71711506	98.6775393	145.4381443
"479"	"YMR121C"	58.75	56.19441301	25.07911769	27.80096924	30.76183458	23.3151302
"480"	"YMR125W"	107.67	72.76867335	84.03989724	85.65049691	84.09876473	79.05076822
"481"	"YMR128W"	88.72	29.49752552	50.16556762	54.56840657	47.15831033	53.52362388
"482"	"YMR129W"	64.37	46.04371658	49.10055234	53.04652568	53.43939379	55.63150984
"483"	"YMR142C"	1903.68	1246.493768	2348.296151	2066.938573	2236.67431	2582.520436
"484"	"YMR143W"	2050.12	928.9709386	1951.472001	2106.308601	1662.624632	1954.58247
"485"	"YMR146C"	314.73	168.0603437	268.6967077	254.067719	230.8768978	247.5703806
"486"	"YMR186W"	1377.63	1508.563377	1250.98343	949.0567297	679.6619712	1120.61391
"487"	"YMR189W"	76.1	71.67651818	71.66445747	59.36390125	75.31033039	71.87179618
"488"	"YMR194W"	1038.5	485.0073931	1309.489774	1036.006253	1128.262939	1085.798277
"489"	"YMR208W"	81.53	60.26650671	60.44032101	65.15337431	57.77684165	59.57873268
"490"	"YMR214W"	53.7	48.30822483	57.40048141	53.18977086	49.77479461	52.7786878
"491"	"YMR215W"	135.77	27.29282483	105.0922788	170.8751485	147.4995832	171.4245334
"492"	"YMR220W"	77.2	76.80287101	75.89297051	82.12826834	88.3575441	79.25127893
"493"	"YMR229C"	164.7	27.92251283	80.91981602	91.32706343	83.67570983	101.8613319
"494"	"YMR235C"	184.68	142.5331663	164.4009018	184.7581833	160.0378837	150.1740512
"495"	"YMR241W"	260.37	107.5008061	194.3804849	279.9982584	248.4222876	219.1141582
"496"	"YMR243C"	216.45	107.7924729	139.2999068	188.5325292	179.7044937	212.1383744
"497"	"YMR260C"	844.23	572.8288993	920.562376	871.3768948	628.4575457	760.0334854
"498"	"YMR276W"	168.67	261.2765714	163.7328495	136.9505526	128.3338914	157.3418249
"499"	"YMR285C"	45.92	47.68423928	42.74786569	39.64552706	41.80110536	40.98298169
"500"	"YMR296C"	222.55	238.9583449	241.8432594	225.4359407	208.4312881	220.6137983
"501"	"YMR308C"	166.88	100.0345423	147.6188089	151.7292779	153.8643765	168.9540895
"502"	"YMR309C"	200.07	122.075278	149.117854	164.6422554	125.0395891	146.7706708
"503"	"YMR318C"	223.75	202.7642018	269.9049732	276.5601778	186.6848882	229.8909796
"504"	"YNL001W"	77.37	70.76995889	62.06068238	60.09032491	54.79167175	63.77155276
"505"	"YNL002C"	239.05	84.32807011	156.6171177	167.1225131	132.4708658	139.4485473
"506"	"YNL010W"	360.4	189.8956026	291.2297661	347.2704944	367.3239945	289.9068833
"507"	"YNL030W"	1359.93	1285.228176	1305.62919	1231.911813	1096.224066	1640.818113
"508"	"YNL059C"	130.93	162.2447699	111.5164511	121.108886	108.6019844	94.45419127
"509"	"YNL061W"	142.35	41.72086911	76.08514033	89.77539165	71.29221797	92.05973192
"510"	"YNL062C"	41.32	15.47518389	25.38558208	27.10274361	25.84293405	27.90209927
"511"	"YNL064C"	394.45	242.1509999	232.2637217	227.1788459	236.2082915	336.3290524
"512"	"YNL067W"	645.53	262.9121001	514.1620099	578.6983043	613.4133862	385.2508787
"513"	"YNL087W"	65.88	25.94743971	43.72576581	47.10439989	39.35949718	48.25800114
"514"	"YNL088W"	58.92	30.70061015	62.15616699	57.43500895	52.45706421	51.03981978
"515"	"YNL096C"	1281.45	632.4845653	1207.723568	1173.40801	1071.48401	1208.635175
"516"	"YNL097C"	24.33	38.09195089	35.48326809	30.54628267	30.23368659	28.93786087
"517"	"YNL102W"	50.5	22.22997229	54.23588925	43.38704652	48.04047184	45.35805475
"518"	"YNL110C"	253.63	109.1197506	159.3896412	157.6645994	127.9869859	138.6713298
"519"	"YNL113W"	126.32	58.73086855	112.5587276	85.24524625	90.95139395	89.06406061
"520"	"YNL118C"	89.95	96.37457812	91.87553201	93.44091804	74.58899255	77.19769131
"521"	"YNL121C"	167.43	152.4867985	181.82262	176.4819073	183.7043174	158.8917071
"522"	"YNL123W"	135.25	91.17363046	98.06087634	103.7820375	101.9177208	106.9033424
"523"	"YNL141W"	120.7	14.92026218	34.94773087	43.88468307	41.88016723	89.37749641
"524"	"YNL154C"	142.22	141.8397006	138.4510566	138.1577813	120.8929524	120.2030526
"525"	"YNL162W"	1383.37	1117.170776	1505.804407	1619.625204	1803.516734	1472.425114
"526"	"YNL163C"	66.83	52.4976908	47.38843705	55.5514164	54.96032624	56.5542454
"527"	"YNL168C"	50.22	35.41275021	51.65646265	43.67324527	52.04895736	51.30872817
"528"	"YNL175C"	166.62	47.1694382	138.4600099	118.1423925	103.5113647	133.6950674
"529"	"YNL197C"	47.73	31.05582296	53.32819624	46.31449101	46.36296569	50.69896413
"530"	"YNL201C"	52.83	34.95270452	40.13369528	38.22393278	40.61311095	42.85338722
"531"	"YNL209W"	1410.88	880.6510132	1361.2287	1715.179143	1568.807708	1969.579005
"532"	"YNL212W"	67.5	71.82570058	55.29998061	56.45866367	55.74561197	59.95116842
"533"	"YNL216W"	56.28	49.65099595	45.51010725	43.2696954	39.98706117	49.39674196
"534"	"YNL220W"	385.03	210.6426756	288.1153524	182.747743	261.186018	314.2648319
"535"	"YNL247W"	198.07	104.5263872	159.9142482	165.1679931	137.9432455	169.1712624
"536"	"YNL255C"	202.48	129.4580668	221.5601009	199.5621766	218.3057045	265.4131875
"537"	"YNL256W"	60.42	36.2616374	40.05516121	40.21908676	48.09014193	49.08098834
"538"	"YNL281W"	175.9	104.9875324	156.6028319	122.4267576	123.7855774	162.3092237
"539"	"YNL308C"	365.55	170.4198629	287.1314138	275.8579728	189.3636377	242.4197548
"540"	"YNL310C"	37.78	33.40861908	61.67269979	43.46251655	56.51130262	47.71687131
"541"	"YNL313C"	57.5	23.25408302	37.12580612	37.35675235	36.91629473	34.63435169
"542"	"YNR016C"	446.05	257.8629208	297.3163524	341.076461	322.2923008	392.6950156
"543"	"YNR021W"	210.55	142.8494952	197.9578955	178.3259831	174.605715	182.8284416
"544"	"YNR038W"	51.48	28.60034814	33.18174525	38.50628497	36.69705373	36.26829505
"545"	"YNR043W"	145.27	88.66412994	122.59009	108.0964306	111.5736371	129.7896825
"546"	"YNR046W"	163.67	84.28573366	145.4531404	134.2811172	147.5670502	156.6630119
"547"	"YNR051C"	204.82	191.7032653	146.3126228	130.9209954	162.5490155	138.1738346
"548"	"YNR053C"	136.4	70.09746728	77.10605221	94.63306079	87.64085571	89.414447
"549"	"YOL004W"	111.25	145.8576581	111.7369297	120.1443531	95.76797841	89.60269076
"550"	"YOL005C"	167.68	144.1746386	268.3357905	189.7753433	206.8257312	223.4129988
"551"	"YOL010W"	106.82	58.80749929	84.12042554	90.70982564	95.29628119	97.72655209
"552"	"YOL021C"	100.93	77.64375156	67.69095387	72.95773553	71.73138455	75.32026923
"553"	"YOL022C"	82.28	41.83106157	65.17226687	62.5974302	66.05433537	71.47744251
"554"	"YOL027C"	151.62	145.606595	168.6295912	175.2878312	143.6722551	128.1977977
"555"	"YOL038W"	237.5	535.2489216	304.0617355	239.0652219	263.3601901	268.0946073
"556"	"YOL041C"	126	64.65620115	83.79358454	91.68105549	67.58156727	69.52291461
"557"	"YOL045W"	51.73	41.04522949	42.50723977	39.97831438	41.70858723	40.70397594
"558"	"YOL052C"	80.12	38.16840316	59.71891072	60.37450475	58.38148994	74.53330435
"559"	"YOL059W"	124.58	71.76272085	71.31693225	110.830805	88.19064407	88.88371923
"560"	"YOL061W"	135.32	77.46548107	104.2745572	119.7180478	124.9649036	144.683082
"561"	"YOL064C"	147.6	117.4320232	200.8086037	177.4830806	218.8271848	222.6264422
"562"	"YOL077C"	176.37	55.1056243	106.9827401	126.0352421	125.6411934	144.5955333
"563"	"YOL093W"	49.6	27.70974489	44.85502633	36.32381708	42.40126301	44.79139348
"564"	"YOL097C"	204.73	121.3414802	211.7227323	161.4867611	171.3967225	207.8699565
"565"	"YOL098C"	86.97	79.34205698	78.69923049	69.92817197	64.37936186	73.14791521
"566"	"YOL121C"	1204.07	631.0432586	1391.886719	953.0495288	1104.630736	1186.778349
"567"	"YOL142W"	85.35	58.90644261	73.99783815	75.36117667	69.70884924	61.32307222
"568"	"YOL145C"	88.98	92.71110107	82.89382206	73.25570396	68.15023915	62.6038943
"569"	"YOL149W"	75.73	51.16795781	62.577845	46.78038882	47.47869595	50.9428118
"570"	"YOR001W"	78.33	46.94302668	56.62876585	63.79983332	60.72788699	61.60953323
"571"	"YOR004W"	102.47	29.96308362	71.53911684	73.24691403	69.94267943	91.30265412
"572"	"YOR007C"	506.33	489.3780858	558.1101701	426.4318911	392.0270744	470.8929572
"573"	"YOR014W"	76.98	99.61350225	67.41420285	67.67684075	61.95641315	62.51408891
"574"	"YOR021C"	189.23	107.6550326	117.9295549	138.9435106	119.5589736	134.492177
"575"	"YOR027W"	254.82	405.6413426	199.5828528	118.2946414	106.0645843	168.1440737
"576"	"YOR046C"	144.35	137.5818047	134.9168763	122.892458	121.8823382	108.9957445
"577"	"YOR056C"	77.7	33.67179212	53.97039863	59.14689206	55.28245521	54.37517632
"578"	"YOR061W"	111.25	84.78473116	78.88137017	82.67796899	85.60971343	77.10209352
"579"	"YOR063W"	4465.47	2649.145505	3977.527337	4524.883988	4608.473411	4794.57636
"580"	"YOR085W"	153.73	93.30098269	169.3600435	195.8050303	181.670521	166.5482483
"581"	"YOR091W"	78.43	46.78726984	65.7847489	60.46547344	51.99337794	51.62514807
"582"	"YOR095C"	170.32	55.61930797	116.069139	113.9026027	125.6082756	189.8248229
"583"	"YOR098C"	67.57	53.0636551	62.29597371	61.18995296	59.87846253	59.38728834
"584"	"YOR101W"	152.87	60.94550063	121.2263231	103.584495	110.280889	125.3345634
"585"	"YOR108W"	152.67	45.90376187	124.4875305	146.9740701	161.8082688	162.5850154
"586"	"YOR123C"	132.43	136.8409004	132.4482802	114.6613672	94.89713113	97.39132753
"587"	"YOR143C"	47.38	40.63035622	45.86850658	47.46387749	40.79495546	48.81133481
"588"	"YOR157C"	208	404.6685708	214.7820241	171.0239413	241.2047475	199.9289236
"589"	"YOR165W"	79.85	66.10774138	85.52034206	76.47574469	70.0354756	81.8940237
"590"	"YOR167C"	4899.62	3159.00559	5467.401185	6116.189933	5200.866536	4761.736521
"591"	"YOR168W"	265.57	198.3854634	206.5813088	186.7896856	203.0572097	196.4239229
"592"	"YOR182C"	3850.23	2742.030551	4648.935788	3743.451398	2681.406877	3323.240884
"593"	"YOR195W"	32.88	18.57892669	34.73247724	25.58379794	23.54700779	21.04387175
"594"	"YOR198C"	248.62	208.7943588	256.8665519	248.9374671	208.1383705	212.1128907
"595"	"YOR206W"	155	43.62270183	83.03691946	86.19569267	74.09501766	79.1334334
"596"	"YOR207C"	99.42	48.39984945	92.48029211	82.38292348	74.15511962	82.01291458
"597"	"YOR217W"	54.8	44.50446112	54.25779318	49.90977683	42.66249854	44.16034842
"598"	"YOR224C"	347.23	192.002726	334.3135332	275.3013621	342.2069316	397.571224
"599"	"YOR229W"	40.57	33.16036648	36.60805467	38.74494987	43.43879414	49.18247939
"600"	"YOR234C"	1414.22	578.4629929	1356.498165	1644.912639	1263.412943	1569.6949
"601"	"YOR239W"	212.18	179.1043332	200.4335071	201.3714791	202.5549289	194.4078505
"602"	"YOR243C"	88.47	41.34161528	55.04000884	59.16628874	52.38912853	61.08024315
"603"	"YOR252W"	90.77	34.18777709	72.93044053	54.7730893	50.62821277	59.14022834
"604"	"YOR254C"	197.45	133.0547612	193.8310072	153.0951508	158.820449	168.5893758
"605"	"YOR260W"	127.55	119.9798721	85.6008116	83.00642352	82.93287662	87.32216291
"606"	"YOR271C"	139.78	60.39584313	94.67578205	79.30154535	105.2812175	108.1519985
