ENSGID	R1t0	R1t0.5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R3t0	R3t0.5	R3t1	R3t2	R3t8	R3t16	R3t24	R3t30
ENSG00000106336	6.762069314	6.672141232	6.581072291	6.393501318	8.154234832	7.371796237	6.722285383	6.255536582	6.505129423	6.543650584	6.582605408	6.656254684	9.840333914	9.842142151	9.842142151	9.842142151
ENSG00000129910	4.429758213	5.131985329	5.836813295	7.258814345	9.566099195	10.18437516	8.36165081	6.920933899	4.536858349	5.318755713	6.101941945	7.679408961	12.08413169	9.998441536	7.884433631	6.311911585
ENSG00000120738	8.709217869	10.58028746	12.45127383	16.19228508	10.5457427	10.20052291	10.13910066	10.1353353	8.501796615	10.48784957	12.47307165	16.43279396	8.267155181	9.040995738	9.031010196	8.937333232
ENSG00000167861	5.338819231	5.35542877	5.372550695	5.409770102	7.374290196	7.375280071	7.469831578	7.505288393	5.798802731	5.822623777	5.848067803	5.909190046	11.3703781	8.341631561	7.983718247	6.92572247
ENSG00000211803	5.512326545	5.396969008	5.282530981	5.054723688	4.475034778	4.474278694	3.719245361	3.436107861	5.709482227	5.594380542	5.481127945	5.265712447	5.954643725	5.238266907	4.915976105	4.689431842
ENSG00000205045	4.055776096	4.200665044	4.34516701	4.630204202	4.227040362	4.040954284	3.991188079	3.971656635	4.687711535	4.533919783	4.38012803	4.072544525	4.1812082	4.180867367	4.430434002	4.640049651
ENSG00000187479	6.80800095	6.911816822	7.015607567	7.227987293	9.918567238	9.107282537	8.025098143	7.180865367	5.895962304	6.157647187	6.419332069	6.942701835	10.91698765	9.472879494	7.998640569	6.887925969
ENSG00000175197	6.995585751	8.37304045	9.750491796	12.50710153	12.44529707	10.56448276	8.476782633	6.881047708	6.920935308	8.205807413	9.49073895	12.06185882	12.43464719	10.70047327	8.794801179	7.341160127
ENSG00000185615	5.11660979	5.270902332	5.427178554	5.749362662	7.539354864	9.551197089	9.569400143	9.45445463	5.1527111	5.21561732	5.278311814	5.401682975	10.34689855	10.35131062	9.066972224	8.585345327
ENSG00000107731	5.225217412	5.236978029	5.249506054	5.278293911	8.403651281	8.405442141	6.780583819	6.171261949	5.117481004	5.103340995	5.087185499	5.043863266	10.01745272	8.896157612	7.424712127	6.283809401
ENSG00000173068	7.780393527	7.848427312	7.917041436	8.055111442	7.833492203	7.476633946	7.308121445	7.201298893	7.549318999	7.538669691	7.527783023	7.506375578	5.78068627	5.779523316	5.779523316	5.779523316
ENSG00000128965	7.640448672	8.287306391	8.93416411	10.22787955	12.97629744	10.6645716	8.342090161	6.597665685	7.626924718	8.283495922	8.942681816	10.27494619	11.67606975	9.693748148	7.872298724	6.53244865
ENSG00000167772	8.317059723	8.160559238	8.003918326	7.688692897	7.152535286	7.154070026	7.154070026	7.154070026	7.97771129	7.999381239	8.020954778	8.061152967	11.61448844	11.61763263	11.76091221	11.81464206
ENSG00000168676	11.49665754	11.31588894	11.13503103	10.77221333	10.38464674	10.7851356	11.25432266	11.61311288	11.10962407	11.2543682	11.39848039	11.68779731	9.495274894	12.28739686	15.08203226	17.17800881
ENSG00000118523	9.825302875	10.5018657	11.17883323	12.5376853	8.086311597	7.491010164	7.873033707	8.271377451	9.743021562	10.28604391	10.82903453	11.91465252	6.868645687	7.461938913	8.055123246	8.49090376
ENSG00000125968	14.42656541	14.02787394	13.62836207	12.82306898	9.770512503	12.04152292	13.29283802	14.37634719	13.82998846	13.47587229	13.12063234	12.40415028	12.5582897	13.37797986	14.22743156	14.87092322
ENSG00000172183	8.981339751	8.883224796	8.786016619	8.592298461	11.21952259	12.02802532	11.45940455	10.94954352	8.65229763	8.738114319	8.824148535	8.997028102	12.96063991	12.9623108	11.03005641	10.30546101
ENSG00000170345	7.352631647	8.580243494	9.808357214	12.27043759	8.394438921	7.24215356	7.346410283	7.554580995	7.8435167	8.891264834	9.938711067	12.03003017	7.059299195	7.411728209	7.624846782	7.779265277
ENSG00000130487	5.503035514	5.479201223	5.455257959	5.407113305	8.874932405	8.878759534	8.878759534	8.878759534	5.544820225	5.583727264	5.62272723	5.701034645	10.07511672	9.384582163	8.692546565	8.173519866
ENSG00000070540	9.338246091	9.558457206	9.781510594	10.23925868	10.97628794	11.31757678	10.8660525	10.45745622	9.55501179	9.761419099	9.968278392	10.38689075	13.42956336	12.00171918	10.78665043	9.901683673
ENSG00000130513	12.05509546	12.26225007	12.46928989	12.88433101	16.10001899	16.10093194	14.28880883	13.60926266	12.02222732	12.34686914	12.67169466	13.32222774	16.62147635	15.975455	15.34764465	14.88090246
ENSG00000123358	7.482975169	8.209488999	8.934188153	10.38501658	6.980224726	5.957500288	5.93907119	5.971076881	6.85123066	7.763051479	8.670842927	10.46888388	4.952561696	5.574951259	6.082268948	6.404959314
ENSG00000196171	6.301286722	6.305526599	6.30619301	6.283255503	6.021100555	6.531251607	6.442218046	6.321245719	6.641877176	6.740848939	6.840043896	7.039996179	7.334338669	5.644204297	6.109895779	6.156483344
ENSG00000174951	6.024851953	6.168747915	6.313896465	6.609875418	10.16142526	8.262620022	6.630732474	5.416262861	5.667880885	5.843686307	6.018897664	6.368136389	9.177865747	8.047225807	6.627382503	5.56105242
ENSG00000197520	8.634597904	8.631658235	8.626576945	8.610754738	7.889834367	7.209743741	8.13455827	8.661825126	8.408290867	8.223899082	8.037505706	7.64976114	7.511350356	8.143540571	8.3496683	8.451938414
ENSG00000128590	9.720089972	10.46033454	11.19886898	12.67704906	13.75378242	12.89071662	11.22595485	9.90317415	9.664555684	10.39587532	11.12509692	12.58455341	13.15000904	12.51694208	11.0388722	9.842161592
ENSG00000155660	10.21000541	10.78877061	11.36923146	12.53893594	12.73398637	13.71055469	13.44087382	13.0975519	10.35900678	10.69014869	11.02296494	11.69965175	14.32727143	13.3830243	12.83469169	12.46168144
ENSG00000081041	7.657511305	8.617477295	9.577333023	11.50254241	11.9678261	10.50201917	9.410099979	8.563744627	7.507704496	8.638291604	9.768878712	12.03005293	10.19931811	9.671719737	9.133399415	8.727663356
ENSG00000044574	11.17400281	11.85178524	12.52817379	13.8785428	13.47112743	14.39644197	13.41041981	12.52446875	11.06299586	11.8376247	12.61123926	14.15934215	15.04415898	14.16429771	12.8158105	11.78920115
ENSG00000179178	6.626485467	6.575692416	6.526575035	6.442305659	8.814769567	9.870916864	8.576375937	7.406898267	6.500777319	6.494453638	6.488111178	6.475902944	10.23009554	10.23398514	10.23398514	10.23398514
ENSG00000115738	10.30145031	10.08334575	9.864149776	9.419567226	6.807887946	8.33606882	9.966098722	11.20886951	9.994278141	9.722214062	9.449665779	8.900310057	8.183621381	9.099005718	10.10396144	10.8705948
ENSG00000163739	6.802852729	7.681258101	8.561194395	10.33188779	10.14967545	8.278213695	8.061471995	8.066018711	6.709198621	7.902160591	9.094686039	11.48241144	7.220017709	7.670404537	8.264024329	8.730600646
ENSG00000119508	10.284851	10.82857061	11.37218605	12.46249329	12.75162762	10.11942575	8.843475511	7.944074733	9.794395965	10.45432852	11.11443128	12.44050215	8.448486492	7.981353101	8.082334191	8.121666088
ENSG00000163545	9.181958469	10.01715468	10.85151999	12.52390752	10.68498051	8.518007744	8.104678414	7.998735171	9.294463972	10.1204328	10.9451894	12.59798418	7.463221142	8.003314716	8.208735693	8.316219426
ENSG00000237605	5.178873497	5.393543155	5.609606245	6.048542936	5.924526429	6.53017429	6.302146925	6.031285782	7.641693163	7.087975327	6.538846013	5.471358217	7.589496919	7.271435942	6.774185694	6.37683805
ENSG00000151632	13.58491996	13.37768321	13.1698326	12.75186841	11.3142863	12.94637569	14.31580003	15.33865036	13.46559194	13.22477846	12.98406089	12.50201997	14.02273555	14.38820831	14.77859141	15.07633186
ENSG00000177606	9.090959331	9.862039909	10.63192912	12.17252346	9.651417478	8.350363622	7.809633765	7.46290679	8.910191505	9.839946153	10.76842761	12.62609048	8.074517167	8.05126805	7.866137488	7.70266762
ENSG00000136244	6.840895317	7.717870646	8.593040765	10.345329	13.19280713	9.727042241	8.283265389	7.416677605	6.622417031	7.706171963	8.789926894	10.95743676	8.522187064	8.334060489	8.113157451	7.94345894
ENSG00000078401	8.226125723	8.651884962	9.077645383	9.929179735	6.153621375	6.150718048	6.40906209	6.505941106	7.362847065	8.135317212	8.907911181	10.45452021	5.84100711	5.967879864	6.151185742	6.286082387
ENSG00000196139	14.97083626	14.75238935	14.53359268	14.09228901	12.45740632	13.95807359	15.26105213	16.21734582	14.87766991	14.59662617	14.31567724	13.75373929	15.25138765	15.25565996	15.73301315	15.91202059
ENSG00000104856	9.147199137	9.514955299	9.884922015	10.63552139	13.28458609	12.13458961	10.99022717	10.1274226	8.989468018	9.44190309	9.895217492	10.8089157	11.77688231	11.12260061	10.59245206	10.21240788
ENSG00000135842	10.03783886	9.982568668	9.928458698	9.823555358	11.47042086	11.77552583	11.21059633	10.86211223	9.853572225	9.813794251	9.773790913	9.692859166	13.06381048	11.99076099	10.91324317	10.1048233
ENSG00000101255	12.42656534	12.51172769	12.59769059	12.77383358	16.11311883	14.7506132	13.40336547	12.39590426	12.36008266	12.52418835	12.68726597	13.00921862	15.92716562	14.49111967	13.20618333	12.26167502
ENSG00000138166	6.45879677	7.418949995	8.37910322	10.29940967	8.105583	7.69628445	7.543669936	7.457341974	6.004052664	7.056541104	8.109029544	10.21400642	7.722783225	7.896897289	7.75338491	7.625439159
ENSG00000171931	6.96681291	6.947543948	6.9289957	6.896865394	7.521404371	7.521235085	7.955282766	8.118050646	6.565620286	6.497302671	6.427619911	6.282737232	10.19372588	9.531613578	8.517883851	7.764331774
ENSG00000237276	6.477378656	6.484641905	6.492676366	6.514020363	6.30017622	8.918328565	7.316630089	6.690892927	6.303980076	6.668834457	7.03766885	7.802733781	9.623965031	7.661836998	6.578942744	5.85964244
ENSG00000074276	6.786973865	6.597250134	6.407505036	6.027777163	6.40414898	6.839178077	7.413393833	7.878059899	6.790426245	6.837632313	6.88483838	6.979250514	7.277995496	6.778425498	6.399783873	6.129586013
ENSG00000149972	4.460980536	4.085961125	3.70936554	2.94899445	3.724808005	3.956521333	3.91145711	3.853869271	4.288227135	4.205514232	4.122039423	3.950783999	7.42949721	6.161332659	4.831613047	3.824704104
ENSG00000023445	6.287249475	6.880934572	7.477389883	8.686342418	10.17574635	7.902469952	7.183255605	6.812916158	6.224952096	6.992896423	7.760618402	9.295367931	6.66831277	6.768632481	6.828122551	6.864170196
ENSG00000051108	13.55649218	14.60257053	15.64750008	17.73807343	17.37102077	15.88015924	14.47121301	13.42446004	13.68559411	14.63012907	15.57205015	17.45682213	17.06738228	16.27497993	14.47818807	13.03145737
ENSG00000152254	3.905567398	3.843459315	3.780011205	3.648358299	0.813790012	2.01511311	3.027447657	3.822601074	3.290734208	3.376557301	3.463004238	3.644730025	3.584818949	3.680053524	3.639120947	3.591751832
ENSG00000163661	5.127793233	5.649250258	6.173636123	7.239068153	9.480849875	8.53101594	7.467827337	6.660616054	5.234419322	5.791099007	6.350060437	7.482799802	8.726716811	8.408616518	7.514286403	6.789332049
ENSG00000130176	9.858028292	9.885368065	9.912686862	9.967000176	9.346290764	8.368576181	7.070120526	6.141499959	9.773457488	9.845631538	9.918443113	10.06736677	8.118806673	8.11520806	6.399420246	5.755999816
ENSG00000163993	9.976319898	9.877222612	9.779016236	9.585659171	10.99772384	13.08313784	11.99946296	11.72194193	8.872659382	8.961748512	9.052184119	9.240156313	12.24530025	11.91317143	11.72814381	11.6118533
ENSG00000163734	4.819130036	5.545777778	6.274680106	7.745227979	8.489602562	7.404305263	6.435886919	5.675535663	4.662885029	5.564957301	6.466567725	8.275155702	7.264976891	6.503360304	6.110476892	5.848756413
ENSG00000078081	6.549040117	6.52290099	6.498753956	6.456718797	6.565555249	8.444002614	8.994725335	9.269922763	5.956042853	6.024970419	6.093210261	6.231028588	9.068016444	9.085526843	8.931978601	8.792763845
ENSG00000205364	13.74703785	13.45588377	13.16548327	12.58376523	10.35946854	11.03083444	11.92076668	12.60815654	13.38864082	13.28756849	13.18585967	12.97694219	11.53236326	12.20471496	12.73896544	13.12160453
ENSG00000117289	10.19297113	10.7039741	11.21573	12.24020614	13.14995404	12.11755393	11.58685848	11.21181015	9.895336868	10.67421422	11.45167245	13.00870695	11.74842347	11.83338872	11.59193754	11.36629803
ENSG00000166598	10.32225716	10.72209516	11.12204023	11.92753896	12.64786919	13.49015011	13.46417788	13.34910545	10.64565828	10.87362948	11.10168548	11.56309125	13.76518994	13.20271211	12.95168908	12.79705381
ENSG00000116761	9.249625961	9.611108874	9.974374612	10.71209579	12.79071299	11.64199171	10.15519694	8.996550074	9.468747066	9.719489093	9.97066233	10.47738558	11.73249717	11.7302049	9.986782317	9.332998848
ENSG00000256394	4.607986454	4.494600596	4.38107163	4.152273356	4.039584642	4.264110547	4.425254168	4.535745642	4.535316492	4.525879399	4.518054033	4.499635226	4.457416657	4.336848482	4.303497979	4.29068907
ENSG00000238243	4.491971029	4.483436547	4.476834062	4.474401755	4.042704098	4.425365203	4.528714129	4.575314184	4.698364788	4.723087353	4.749891277	4.813777562	4.854500636	4.539937081	4.445574649	4.394408881
ENSG00000127129	10.52359704	10.73305242	10.94298836	11.36534658	8.235621441	8.594487866	9.233214499	9.734523512	10.33233232	10.57020385	10.80782614	11.28319019	8.846328857	8.862271502	9.18961451	9.412905589
ENSG00000187134	11.39892707	11.10396213	10.80943682	10.2195957	9.311392103	10.85905883	12.0562463	12.90774947	11.00275913	10.75971708	10.5158036	10.02342148	12.00340035	12.15620338	12.46198225	12.70887578
ENSG00000130707	7.836568527	7.781151555	7.72667071	7.624138679	8.690998092	9.685064095	10.38042243	10.87036475	7.897052937	7.760621603	7.622672309	7.339579104	11.03847707	11.10686751	10.77743419	10.53560593
ENSG00000158050	8.627116534	9.003212339	9.379552776	10.13515512	6.935462003	7.635607953	8.833593215	9.735048465	8.606975848	9.003512112	9.400136892	10.19437198	7.818554034	8.434056578	9.027158338	9.467628241
ENSG00000179772	10.8409699	10.70049014	10.56006604	10.27525445	9.238500468	8.388641424	7.811647594	7.408134277	10.44310316	10.48661498	10.53064507	10.61979971	6.944922524	6.941693633	7.075574822	7.125780268
ENSG00000184164	12.46684987	12.9076465	13.34886347	14.23514225	14.98861918	15.54519803	15.37827531	15.24964608	12.49979044	12.79331458	13.08777501	13.68256593	15.93799694	15.20455067	14.83728323	14.54183892
ENSG00000169429	4.044613669	4.784947757	5.526779184	7.02094945	4.857121296	4.533696333	4.804363792	5.067658804	4.011143995	5.072806752	6.134604968	8.266789761	4.689339183	4.884577983	5.064428912	5.181936547
ENSG00000071537	8.046581936	8.45696603	8.86969613	9.709249687	10.07184791	10.28685086	9.550515861	8.866183202	8.330139137	8.686326176	9.042620959	9.755898709	11.54019806	10.48930014	9.337047798	8.465765177
ENSG00000102580	9.606640447	9.855947948	10.10740936	10.6181219	11.78365656	12.5232373	11.60181344	10.77907746	9.304890716	9.742930562	10.1814304	11.06042682	12.49803591	11.78349167	10.955385	10.33815229
ENSG00000095752	8.551340075	8.893770547	9.238110263	9.938427535	9.080895768	7.252600409	6.88657365	6.587233411	9.303426893	9.692635758	10.08182316	10.86317649	7.539656249	7.532328189	7.730774522	7.805191898
ENSG00000135116	7.018294322	7.055968388	7.095441509	7.181545015	9.376872189	9.661932409	8.746727271	7.945622383	6.623833878	6.886839231	7.149824057	7.675777831	10.07165567	9.193737954	8.316442616	7.658471113
ENSG00000198576	4.566788248	5.367147423	6.165500776	7.761310148	6.337451922	5.897276502	5.156174306	4.576258474	4.426877992	5.258619951	6.09036191	7.753845829	5.724949588	5.91036719	5.438579448	5.010621712
ENSG00000099860	11.24895944	11.94416715	12.63796597	14.02222054	12.08026428	10.5795428	10.23488929	10.09594765	11.24305231	11.83181878	12.4207536	13.60109226	10.28576426	10.26720928	10.31491852	10.36167183
ENSG00000188760	6.801301982	6.844032095	6.887126315	6.977317208	8.224828767	8.159090029	7.838309956	7.558892684	6.321311452	6.368733017	6.416259003	6.511755389	9.10885541	8.412463457	7.753221676	7.262534274
ENSG00000186300	7.672233163	8.588716797	9.505389004	11.34484166	9.169339967	8.894105419	8.309114134	7.83907827	7.682522652	8.594795467	9.505472515	11.32891223	8.999571091	8.723675742	8.105157898	7.612994692
ENSG00000204010	4.056104773	4.074273661	4.09254162	4.12791041	4.103430105	4.096288369	4.127848493	4.154228997	4.25764006	4.209806615	4.162650719	4.07120026	4.437654348	4.057526371	3.973644595	3.922094838
ENSG00000119865	5.605100656	5.643417161	5.682631513	5.764960917	5.144687849	5.288616786	5.743736424	6.11684092	5.264727649	5.577213056	5.889531297	6.516825855	8.494146352	6.449358435	6.411572395	6.012057617
ENSG00000179046	5.857604987	6.030834059	6.205343384	6.560123657	8.790714551	7.696042703	6.206108185	5.053369389	5.888414921	5.940936449	5.993259386	6.097364589	8.090297727	8.091147928	5.960466478	5.161460935
ENSG00000142700	4.831364034	5.102146747	5.373418275	5.918685921	4.352577571	4.559078798	4.955439278	5.217967976	4.505224174	4.790962439	5.074855373	5.64363814	4.680165576	4.443744448	4.59361423	4.691622837
ENSG00000214274	8.3010429	8.206985913	8.113517097	7.927609005	8.690526335	9.505392708	9.269670218	9.476630308	8.126186319	8.053819284	7.981588952	7.83887411	10.99292742	10.42652094	9.762989718	9.259710077
ENSG00000211749	4.108784196	4.035517094	3.961846135	3.807983918	4.776240067	4.292136711	4.060953166	3.909978725	4.456265492	4.487217136	4.520505048	4.60757441	4.315496952	3.927757087	4.020805404	4.142294323
ENSG00000163703	7.802711063	8.240516293	8.678878284	9.559347651	10.41109341	11.21306645	9.843366339	9.301661451	7.770688345	8.059003962	8.349416606	8.940826565	10.97161347	10.24420424	9.649149114	9.221326985
ENSG00000109321	5.843613097	6.203586933	6.565567207	7.300354864	8.838747209	7.719907344	6.886785543	6.279724222	5.403952277	5.884063831	6.363302341	7.322232956	7.186436298	6.654475595	6.4560675	6.343500075
ENSG00000143333	7.485615968	7.390724608	7.296033633	7.10702297	10.21276488	10.2154481	8.674013617	8.095975684	7.567107481	7.501291633	7.435914932	7.308697354	10.1705729	9.24546848	8.463157089	7.887852552
ENSG00000187037	3.942122941	4.078350595	4.214955038	4.488273632	3.854681945	3.782298172	3.878639576	3.964755823	4.043922446	4.116073792	4.188225139	4.332527832	3.835640218	4.066976508	4.348479899	4.561494126
ENSG00000160097	4.019106254	4.148341581	4.277806799	4.537636426	5.056625239	4.586971982	4.170207738	3.865014606	3.789162176	3.857495618	3.926659415	4.076550341	3.910357427	4.205115625	4.312305088	4.391141496
ENSG00000164463	7.466993836	7.780921507	8.095056414	8.722821203	9.623809934	9.116351254	8.736142304	8.461437586	7.283271263	7.740133549	8.1964522	9.110978626	9.880025723	10.15007328	9.224908362	8.784489518
ENSG00000166173	10.33192246	10.33043831	10.32885398	10.32435013	11.9615794	11.81097975	11.60971574	11.45090943	10.08074178	10.13382602	10.18691007	10.29329399	12.71703657	12.08752252	11.45633652	10.98294701
ENSG00000175329	4.174339325	4.15598614	4.136783197	4.093651877	4.10158485	4.106996709	3.968933988	3.852839705	4.191422192	4.107704005	4.023718279	3.85461653	4.085861975	3.89091153	3.755200092	3.661798537
ENSG00000176046	12.93217935	12.94695808	12.9617275	12.98977485	14.6490846	14.65046762	11.99555024	10.99995622	12.70088597	12.7564037	12.81278245	12.92793762	15.32910139	14.13446691	12.48396648	11.19124254
ENSG00000125740	6.490346776	7.057711282	7.623723462	8.75680903	5.523230163	6.538508072	6.652632722	6.700342683	7.08100123	7.678746367	8.277255714	9.477519596	7.672652902	6.757551301	6.63512899	6.625066722
ENSG00000100292	13.16799275	12.97716971	12.78686839	12.40636589	13.14051244	13.50872537	13.71527871	13.84937076	13.24128154	13.1490434	13.05659887	12.8710506	15.62686512	15.01213302	14.32481886	13.80655678
ENSG00000117507	6.444890077	6.395669272	6.34639929	6.247311668	6.712903419	6.47738062	4.668194592	3.491749959	7.296930001	7.077319655	6.858291261	6.41503208	5.789908872	5.972255979	5.721490676	5.48870965
ENSG00000183251	4.04171414	4.012057273	3.981446688	3.912646298	3.77033369	4.034342813	4.025340506	3.99027665	4.454884585	4.393736931	4.332589277	4.210293969	4.140505939	3.997908012	3.940744044	3.907283578
ENSG00000258223	3.906759742	3.896260987	3.885930281	3.865998468	4.346968668	4.068959061	3.884857728	3.756910003	3.57423424	3.825405656	4.077031088	4.582015294	3.551424184	3.765386396	3.891858288	3.979363033
ENSG00000197279	7.829754874	8.453261246	9.077272909	10.33240237	10.14025009	9.417859958	8.381752497	7.574114051	7.716699441	8.473940491	9.230612513	10.75010401	9.404922767	8.893814512	8.22755401	7.699918024
ENSG00000230960	3.935165058	4.050080544	4.164573442	4.390613547	4.348013115	4.0805418	3.928483495	3.828126997	3.40853272	3.539655364	3.670600969	3.931653016	3.862107101	4.062519905	4.141171021	4.217714002
ENSG00000113742	9.274572404	9.492732591	9.712070418	10.15924228	11.77533115	10.88505028	9.934837265	9.215073283	8.955462343	9.219203627	9.482691181	10.01223035	10.22367935	9.56745435	9.236185309	8.994214297
ENSG00000172640	4.937670798	4.889237451	4.843403624	4.765084641	5.14529775	5.578722925	5.401108888	5.253717117	4.239933981	4.527634458	4.817270864	5.414511324	6.053060938	5.48354953	5.333202803	5.25367679
ENSG00000224501	11.59820343	11.47556763	11.35293218	11.10779658	8.644627352	8.643632004	8.643632004	8.643632004	11.56469594	11.45475635	11.34498763	11.12587513	11.77989711	11.78058797	11.69873005	11.66803333
ENSG00000188525	4.009670387	3.952483308	3.895073951	3.779884776	5.01277112	4.550123771	4.150809555	3.858326394	4.296407161	4.172298142	4.050114201	3.821093762	3.508361886	4.080389659	4.253891026	4.34544723
ENSG00000181935	3.872401565	3.929536468	3.987002059	4.102586044	5.142677781	4.614151446	4.169837733	3.846287237	3.485574522	3.569664081	3.655319566	3.841127923	3.864190778	4.104496369	4.216467056	4.29930667
ENSG00000198185	3.2787354	3.515603514	3.751590602	4.218892316	4.475437651	4.216944212	4.180622289	4.173430421	3.972841456	3.582126176	3.191410895	2.409980335	4.030452574	3.96080724	3.911221164	3.874534112
ENSG00000166046	5.144237861	5.235169329	5.32684006	5.514463924	7.001102594	6.778208728	6.48339796	6.250755323	5.174311569	5.264145683	5.353153553	5.526852763	8.285492895	7.555142036	7.026094301	6.649777677
ENSG00000140450	6.522977891	6.948195103	7.37387689	8.226130009	9.253321036	8.836128109	8.506845374	8.269558623	6.452158165	6.86538556	7.278578614	8.104851094	8.22500915	8.21853191	8.164044288	8.115798365
ENSG00000013588	9.040456133	9.132126881	9.223533786	9.409508771	8.290015524	8.447149603	8.894661157	9.256762154	9.430289977	9.326269695	9.222226052	9.015062494	8.567947069	8.889225622	9.139113093	9.321278359
ENSG00000002745	4.050127961	4.10499469	4.159675308	4.2667509	3.590172493	3.714721853	3.947976563	4.129229221	3.907627882	3.84925952	3.790284491	3.669849498	4.028930902	3.945640269	3.750841378	3.594967158
ENSG00000223714	3.964610958	4.080526466	4.196566417	4.429863066	4.103700891	4.035633837	4.220315443	4.372706152	3.439889898	3.576753802	3.713543644	3.993286433	4.031661453	3.803589465	3.809917145	3.805349368
ENSG00000145050	13.96603258	14.46362504	14.96241122	15.96709414	17.02300088	16.80988373	15.50595441	14.43588863	14.25158782	14.68195502	15.11299546	15.9781227	17.02047259	16.00644999	14.88922339	14.03521225
ENSG00000134595	7.567490225	7.170724664	6.772939422	5.969823924	5.580760879	7.956741161	6.97697373	6.713931688	7.383523007	7.544268899	7.710478423	8.06972466	8.984055759	7.055819674	6.521386597	6.265471043
ENSG00000211801	6.697857427	6.457612645	6.21637675	5.728331011	4.580548385	6.408968237	8.483138156	10.09726339	6.778214463	6.675689535	6.577969189	6.409660136	7.732101685	6.324263904	5.798525453	5.498819356
ENSG00000176774	3.768319338	3.763677896	3.759070967	3.75057491	4.347210664	4.162727517	3.901221243	3.698596612	3.846563382	3.762684337	3.677705241	3.506341922	3.975940661	3.953401453	3.986655136	4.016338641
ENSG00000133083	6.524040517	6.539108359	6.555522199	6.595004987	7.212677767	7.770130188	7.945846701	8.041064373	6.218505052	6.237135999	6.255738268	6.292633473	9.161101203	8.707540145	8.2558235	7.917540379
ENSG00000117318	12.94959272	13.26919102	13.58828221	14.2276345	11.47642755	11.59213904	12.21265509	12.70424857	13.02440508	13.12021175	13.21597091	13.40884201	10.44444824	11.2921665	12.02101734	12.55431107
ENSG00000173530	10.31068948	9.638427273	8.967736649	7.632796388	7.678833	10.25396013	10.41752622	10.70825199	10.87019394	10.11556099	9.361689928	7.853064626	11.44622476	11.39084339	10.80523035	10.35076672
ENSG00000120563	7.128240907	6.831628264	6.534424487	5.937228629	5.288433871	7.637476463	6.577513856	6.258453891	7.046561693	7.099344135	7.158225534	7.30895595	8.763473344	6.686572518	6.083360966	5.789043084
ENSG00000205018	3.397112151	3.666034609	3.933388431	4.459445828	3.981215723	3.959350075	3.961763267	3.963019814	3.576510633	3.605561689	3.635001672	3.695546531	3.861848509	3.84005539	3.931322758	3.988518809
ENSG00000197971	8.674746857	8.84472754	9.0163706	9.367366774	11.09229845	10.13424227	9.571607269	9.126231309	8.560251857	8.775308789	8.990679602	9.425859169	9.807773532	9.459827046	9.244837723	9.101444607
ENSG00000257780	4.119166831	4.050240133	3.981082797	3.84312371	4.345743884	4.25144031	4.240713512	4.242778531	4.049511358	3.827277545	3.603463571	3.153048445	4.921762781	4.460780747	4.217848958	4.05646735
ENSG00000187773	4.051014116	4.078002761	4.104646761	4.15989157	4.731390887	3.982494623	3.919511084	3.953547728	3.640803389	3.71107015	3.781717548	3.924628838	3.618698022	3.823923238	3.997238462	4.121221499
ENSG00000188674	3.706629311	3.828748273	3.947856682	4.173198892	3.977054427	4.179016771	4.105558319	4.108091147	3.597642094	3.650145949	3.703142794	3.812103143	3.652936804	3.59506913	3.573409445	3.560322221
ENSG00000165379	4.188140738	4.239449972	4.291186689	4.399107601	3.255114892	3.783571259	4.105193681	4.316678912	4.110798587	4.113565039	4.115505582	4.116108231	4.395907041	4.065912806	3.92856141	3.8431489
ENSG00000249695	4.00213293	3.772523835	3.540174764	3.061933976	4.095514896	3.64335272	3.433601233	3.274447141	3.372701519	3.119188883	2.866025652	2.363893544	3.792819537	4.182994697	3.903531413	3.609516319
ENSG00000196893	5.711230711	5.605779733	5.500262238	5.289535103	4.102808222	4.103014061	4.103014061	4.103014061	5.826222684	5.743243514	5.661543138	5.505208215	5.921400718	5.372090976	5.175338969	5.022785619
ENSG00000111859	6.280185471	6.749198395	7.217906696	8.160205953	6.808059061	5.243631397	4.904356222	4.77711415	6.221395858	6.552029215	6.882774272	7.546176031	4.054586424	4.502496248	4.856784198	5.108771399
ENSG00000101049	3.785655556	3.949593424	4.114315965	4.446497315	4.476978497	4.191279976	4.32629227	4.47286421	3.480022103	3.577246117	3.677011685	3.891404676	4.317031376	4.347383367	4.197855686	4.07248545
ENSG00000111981	7.301162877	7.47973672	7.658947128	8.022460761	10.16016471	8.938437366	7.790126856	6.940044049	7.052597543	7.224105231	7.394851812	7.731458044	9.490539988	8.179209609	7.379114772	6.61967142
ENSG00000187689	8.865968524	8.64592739	8.425803012	7.984491919	5.665626982	5.714061008	5.834698664	5.932532516	9.596621729	9.454390458	9.311535057	9.022608191	6.586732729	6.711026398	6.637766618	6.611079859
ENSG00000164266	5.290816215	5.258447077	5.226017066	5.161401104	5.868207328	5.869415229	5.869415229	5.869415229	5.245711371	5.205831605	5.166473302	5.089911251	7.951821469	7.953789243	6.91122413	6.520262213
ENSG00000166532	8.085408133	8.552357221	9.019465883	9.954331054	11.30647371	11.30208597	11.30208597	11.30208597	7.786056394	8.286644928	8.786211612	9.784148523	9.322751376	8.558311642	8.003234689	7.614414355
